OrderKey,CustomerKey,StoreKey,OrderDate,DeliveryDate,CurrencyCode
274201,1723977,430,2022-07-04,2022-07-04,USD
274202,1797428,470,2022-07-04,2022-07-04,USD
274300,2087114,540,2022-07-05,2022-07-05,USD
274301,1240570,430,2022-07-05,2022-07-05,USD
274302,580990,999999,2022-07-05,2022-07-07,EUR
274303,357842,100,2022-07-05,2022-07-05,CAD
274400,499291,999999,2022-07-06,2022-07-08,EUR
274401,1939765,999999,2022-07-06,2022-07-08,USD
274402,794101,999999,2022-07-06,2022-07-10,EUR
274403,780085,999999,2022-07-06,2022-07-07,EUR
274404,61371,999999,2022-07-06,2022-07-11,AUD
274405,1286854,560,2022-07-06,2022-07-06,USD
274500,1661589,605,2022-07-07,2022-07-07,USD
274501,1685933,999999,2022-07-07,2022-07-09,USD
274502,709408,300,2022-07-07,2022-07-07,EUR
274503,216635,999999,2022-07-07,2022-07-09,CAD
274504,1607719,585,2022-07-07,2022-07-07,USD
274505,1142403,999999,2022-07-07,2022-07-09,GBP
274506,1577071,550,2022-07-07,2022-07-07,USD
274600,1753291,480,2022-07-08,2022-07-08,USD
274601,991409,400,2022-07-08,2022-07-08,GBP
274602,1721891,999999,2022-07-08,2022-07-12,USD
274603,445711,190,2022-07-08,2022-07-08,EUR
274700,659776,180,2022-07-09,2022-07-09,EUR
274701,1745857,585,2022-07-09,2022-07-09,USD
274702,251840,999999,2022-07-09,2022-07-12,CAD
274703,620427,140,2022-07-09,2022-07-09,EUR
274704,2096096,500,2022-07-09,2022-07-09,USD
274705,1973774,999999,2022-07-09,2022-07-16,USD
274706,1749240,999999,2022-07-09,2022-07-11,USD
274707,693793,999999,2022-07-09,2022-07-11,EUR
274900,1513839,590,2022-07-11,2022-07-11,USD
274901,595802,190,2022-07-11,2022-07-11,EUR
274902,1418763,999999,2022-07-11,2022-07-14,USD
275000,981739,360,2022-07-12,2022-07-12,GBP
275001,1666950,480,2022-07-12,2022-07-12,USD
275002,1531639,999999,2022-07-12,2022-07-17,USD
275003,1284921,550,2022-07-12,2022-07-12,USD
275100,277902,999999,2022-07-13,2022-07-17,CAD
275101,400665,220,2022-07-13,2022-07-13,EUR
275102,591394,999999,2022-07-13,2022-07-18,EUR
275103,1872355,999999,2022-07-13,2022-07-18,USD
275104,1982912,530,2022-07-13,2022-07-13,USD
275105,447877,190,2022-07-13,2022-07-13,EUR
275200,2055617,510,2022-07-14,2022-07-14,USD
275201,1535368,999999,2022-07-14,2022-07-17,USD
275202,1982986,570,2022-07-14,2022-07-14,USD
275203,6168,50,2022-07-14,2022-07-14,AUD
275204,406875,260,2022-07-14,2022-07-14,EUR
275205,330047,999999,2022-07-14,2022-07-17,CAD
275206,1341478,530,2022-07-14,2022-07-14,USD
275300,1488786,999999,2022-07-15,2022-07-17,USD
275301,863236,320,2022-07-15,2022-07-15,EUR
275302,1344301,530,2022-07-15,2022-07-15,USD
275303,2073722,490,2022-07-15,2022-07-15,USD
275400,599268,190,2022-07-16,2022-07-16,EUR
275401,1534125,660,2022-07-16,2022-07-16,USD
275402,1383440,540,2022-07-16,2022-07-16,USD
275403,2045805,999999,2022-07-16,2022-07-18,USD
275404,1036775,999999,2022-07-16,2022-07-19,GBP
275405,1823283,999999,2022-07-16,2022-07-19,USD
275406,2017182,999999,2022-07-16,2022-07-20,USD
275407,1398650,999999,2022-07-16,2022-07-19,USD
275600,1210571,610,2022-07-18,2022-07-18,USD
275601,2025679,999999,2022-07-18,2022-07-22,USD
275602,1379301,999999,2022-07-18,2022-07-24,USD
275700,474603,999999,2022-07-19,2022-07-21,EUR
275701,1821186,999999,2022-07-19,2022-07-21,USD
275702,227715,999999,2022-07-19,2022-07-22,CAD
275703,138661,60,2022-07-19,2022-07-19,AUD
275800,1789363,570,2022-07-20,2022-07-20,USD
275801,1405922,999999,2022-07-20,2022-07-24,USD
275802,97060,40,2022-07-20,2022-07-20,AUD
275803,520764,999999,2022-07-20,2022-07-22,EUR
275804,310657,999999,2022-07-20,2022-07-21,CAD
275805,1295244,550,2022-07-20,2022-07-20,USD
275900,1809567,999999,2022-07-21,2022-07-23,USD
275901,15993,50,2022-07-21,2022-07-21,AUD
275902,1242461,999999,2022-07-21,2022-07-24,USD
275903,408865,999999,2022-07-21,2022-07-23,EUR
275904,185343,60,2022-07-21,2022-07-21,AUD
275905,554972,270,2022-07-21,2022-07-21,EUR
276000,963599,370,2022-07-22,2022-07-22,GBP
276001,1599361,999999,2022-07-22,2022-07-24,USD
276002,1576199,999999,2022-07-22,2022-07-24,USD
276100,264416,999999,2022-07-23,2022-07-26,CAD
276101,272665,999999,2022-07-23,2022-07-26,CAD
276102,1442589,490,2022-07-23,2022-07-23,USD
276103,1476425,999999,2022-07-23,2022-07-24,USD
276104,579481,999999,2022-07-23,2022-07-25,EUR
276105,494375,999999,2022-07-23,2022-07-25,EUR
276300,1434512,660,2022-07-25,2022-07-25,USD
276400,459184,999999,2022-07-26,2022-07-29,EUR
276401,1455983,500,2022-07-26,2022-07-26,USD
276500,1745298,590,2022-07-27,2022-07-27,USD
276501,179353,999999,2022-07-27,2022-08-01,AUD
276502,1853663,999999,2022-07-27,2022-07-29,USD
276600,1627945,999999,2022-07-28,2022-07-30,USD
276601,1211430,999999,2022-07-28,2022-08-01,USD
276602,592423,220,2022-07-28,2022-07-28,EUR
276700,588451,999999,2022-07-29,2022-07-30,EUR
276800,1861584,999999,2022-07-30,2022-08-01,USD
276801,1328290,999999,2022-07-30,2022-08-02,USD
276802,2039721,999999,2022-07-30,2022-08-02,USD
277000,1155024,999999,2022-08-01,2022-08-02,GBP
277100,304083,999999,2022-08-02,2022-08-08,CAD
277101,1343606,470,2022-08-02,2022-08-02,USD
277200,1325918,620,2022-08-03,2022-08-03,USD
277201,1160630,999999,2022-08-03,2022-08-05,GBP
277202,1394617,999999,2022-08-03,2022-08-06,USD
277300,842173,999999,2022-08-04,2022-08-08,EUR
277301,1176031,999999,2022-08-04,2022-08-05,GBP
277302,1598571,999999,2022-08-04,2022-08-07,USD
277303,2074896,590,2022-08-04,2022-08-04,USD
277400,277730,90,2022-08-05,2022-08-05,CAD
277401,485930,230,2022-08-05,2022-08-05,EUR
277402,1525104,999999,2022-08-05,2022-08-11,USD
277500,1202969,999999,2022-08-06,2022-08-08,USD
277501,1328290,605,2022-08-06,2022-08-06,USD
277502,1462494,999999,2022-08-06,2022-08-07,USD
277503,346500,80,2022-08-06,2022-08-06,CAD
277504,33640,60,2022-08-06,2022-08-06,AUD
277505,456210,240,2022-08-06,2022-08-06,EUR
277700,580680,999999,2022-08-08,2022-08-10,EUR
277701,1781403,999999,2022-08-08,2022-08-11,USD
277702,1117844,999999,2022-08-08,2022-08-10,GBP
277800,1642378,440,2022-08-09,2022-08-09,USD
277801,2091190,650,2022-08-09,2022-08-09,USD
277802,1361034,999999,2022-08-09,2022-08-12,USD
277803,1214993,470,2022-08-09,2022-08-09,USD
277900,1715636,999999,2022-08-10,2022-08-12,USD
277901,1188041,999999,2022-08-10,2022-08-14,GBP
277902,449955,240,2022-08-10,2022-08-10,EUR
277903,1294848,999999,2022-08-10,2022-08-12,USD
277904,303479,80,2022-08-10,2022-08-10,CAD
277905,884599,310,2022-08-10,2022-08-10,EUR
278000,1010871,400,2022-08-11,2022-08-11,GBP
278001,1607824,620,2022-08-11,2022-08-11,USD
278002,1937428,999999,2022-08-11,2022-08-15,USD
278003,670430,999999,2022-08-11,2022-08-12,EUR
278004,104363,60,2022-08-11,2022-08-11,AUD
278005,290146,90,2022-08-11,2022-08-11,CAD
278006,968812,999999,2022-08-11,2022-08-15,GBP
278100,159236,999999,2022-08-12,2022-08-18,AUD
278101,241194,80,2022-08-12,2022-08-12,CAD
278102,991317,360,2022-08-12,2022-08-12,GBP
278103,593285,999999,2022-08-12,2022-08-15,EUR
278200,1760525,999999,2022-08-13,2022-08-15,USD
278201,1648725,610,2022-08-13,2022-08-13,USD
278202,1800120,999999,2022-08-13,2022-08-16,USD
278203,375076,100,2022-08-13,2022-08-13,CAD
278204,250016,100,2022-08-13,2022-08-13,CAD
278205,2054043,610,2022-08-13,2022-08-13,USD
278206,2001742,510,2022-08-13,2022-08-13,USD
278207,191771,999999,2022-08-13,2022-08-15,AUD
278400,298495,999999,2022-08-15,2022-08-17,CAD
278401,2035091,510,2022-08-15,2022-08-15,USD
278402,1978647,999999,2022-08-15,2022-08-19,USD
278500,1972541,999999,2022-08-16,2022-08-19,USD
278501,1933834,999999,2022-08-16,2022-08-18,USD
278502,884758,340,2022-08-16,2022-08-16,EUR
278503,1682314,440,2022-08-16,2022-08-16,USD
278600,1542404,999999,2022-08-17,2022-08-18,USD
278601,1581926,470,2022-08-17,2022-08-17,USD
278602,1530476,540,2022-08-17,2022-08-17,USD
278603,420336,270,2022-08-17,2022-08-17,EUR
278604,498953,999999,2022-08-17,2022-08-19,EUR
278605,581977,999999,2022-08-17,2022-08-21,EUR
278700,471940,270,2022-08-18,2022-08-18,EUR
278701,1415768,550,2022-08-18,2022-08-18,USD
278702,670244,999999,2022-08-18,2022-08-20,EUR
278703,320992,74,2022-08-18,2022-08-18,CAD
278704,933060,999999,2022-08-18,2022-08-20,GBP
278705,1480867,999999,2022-08-18,2022-08-20,USD
278706,1562706,999999,2022-08-18,2022-08-21,USD
278800,1394473,480,2022-08-19,2022-08-19,USD
278801,664407,130,2022-08-19,2022-08-19,EUR
278802,553436,210,2022-08-19,2022-08-19,EUR
278803,1477218,999999,2022-08-19,2022-08-23,USD
278900,1331831,590,2022-08-20,2022-08-20,USD
278901,496096,999999,2022-08-20,2022-08-23,EUR
278902,1737467,999999,2022-08-20,2022-08-22,USD
278903,2072418,490,2022-08-20,2022-08-20,USD
278904,239914,100,2022-08-20,2022-08-20,CAD
278905,439515,270,2022-08-20,2022-08-20,EUR
278906,542416,255,2022-08-20,2022-08-20,EUR
278907,1407862,510,2022-08-20,2022-08-20,USD
279100,184124,50,2022-08-22,2022-08-22,AUD
279102,314275,999999,2022-08-22,2022-08-24,CAD
279200,1370156,999999,2022-08-23,2022-08-26,USD
279201,81586,40,2022-08-23,2022-08-23,AUD
279202,2073362,510,2022-08-23,2022-08-23,USD
279203,1666686,560,2022-08-23,2022-08-23,USD
279300,877603,999999,2022-08-24,2022-08-26,EUR
279301,963599,999999,2022-08-24,2022-08-26,GBP
279302,2054116,610,2022-08-24,2022-08-24,USD
279303,634553,120,2022-08-24,2022-08-24,EUR
279304,915850,360,2022-08-24,2022-08-24,GBP
279305,1998834,590,2022-08-24,2022-08-24,USD
279400,265400,74,2022-08-25,2022-08-25,CAD
279401,467255,999999,2022-08-25,2022-08-28,EUR
279402,1212411,999999,2022-08-25,2022-08-27,USD
279403,1025616,999999,2022-08-25,2022-08-28,GBP
279404,1265163,999999,2022-08-25,2022-08-29,USD
279405,1436332,470,2022-08-25,2022-08-25,USD
279406,608466,150,2022-08-25,2022-08-25,EUR
279500,1216896,590,2022-08-26,2022-08-26,USD
279501,1487688,560,2022-08-26,2022-08-26,USD
279502,1715330,999999,2022-08-26,2022-08-31,USD
279503,693537,170,2022-08-26,2022-08-26,EUR
279600,1388962,610,2022-08-27,2022-08-27,USD
279601,1957602,440,2022-08-27,2022-08-27,USD
279602,1486986,999999,2022-08-27,2022-08-30,USD
279603,1212224,999999,2022-08-27,2022-09-01,USD
279604,1242461,585,2022-08-27,2022-08-27,USD
279605,1360695,490,2022-08-27,2022-08-27,USD
279606,1835060,999999,2022-08-27,2022-08-28,USD
279607,1561454,999999,2022-08-27,2022-08-29,USD
279800,1200842,560,2022-08-29,2022-08-29,USD
279801,1276444,610,2022-08-29,2022-08-29,USD
279802,1530512,560,2022-08-29,2022-08-29,USD
279900,1241157,999999,2022-08-30,2022-09-03,USD
279901,1589674,999999,2022-08-30,2022-09-01,USD
279902,346957,999999,2022-08-30,2022-09-02,CAD
279903,442725,190,2022-08-30,2022-08-30,EUR
280000,1113517,370,2022-08-31,2022-08-31,GBP
280001,1570396,480,2022-08-31,2022-08-31,USD
280002,676193,999999,2022-08-31,2022-09-06,EUR
280003,903768,999999,2022-08-31,2022-09-03,GBP
280004,1839518,650,2022-08-31,2022-08-31,USD
280005,1686209,590,2022-08-31,2022-08-31,USD
280100,187807,999999,2022-09-01,2022-09-03,AUD
280101,225716,999999,2022-09-01,2022-09-03,CAD
280102,1377668,999999,2022-09-01,2022-09-04,USD
280103,217137,80,2022-09-01,2022-09-01,CAD
280104,483933,999999,2022-09-01,2022-09-02,EUR
280105,280962,90,2022-09-01,2022-09-01,CAD
280200,1461658,999999,2022-09-02,2022-09-03,USD
280201,254091,999999,2022-09-02,2022-09-06,CAD
280202,1944366,999999,2022-09-02,2022-09-05,USD
280203,1960251,999999,2022-09-02,2022-09-05,USD
280300,804694,999999,2022-09-03,2022-09-09,EUR
280301,1339785,999999,2022-09-03,2022-09-04,USD
280302,889545,999999,2022-09-03,2022-09-07,EUR
280303,1429437,650,2022-09-03,2022-09-03,USD
280304,565208,220,2022-09-03,2022-09-03,EUR
280305,1174844,999999,2022-09-03,2022-09-05,GBP
280306,2028477,610,2022-09-03,2022-09-03,USD
280307,833189,999999,2022-09-03,2022-09-06,EUR
280500,1709964,585,2022-09-05,2022-09-05,USD
280501,15259,35,2022-09-05,2022-09-05,AUD
280502,1292570,999999,2022-09-05,2022-09-06,USD
280600,1393228,999999,2022-09-06,2022-09-07,USD
280601,1380216,605,2022-09-06,2022-09-06,USD
280602,1889509,590,2022-09-06,2022-09-06,USD
280603,483038,190,2022-09-06,2022-09-06,EUR
280700,560851,255,2022-09-07,2022-09-07,EUR
280701,1581926,670,2022-09-07,2022-09-07,USD
280702,213576,90,2022-09-07,2022-09-07,CAD
280703,494201,999999,2022-09-07,2022-09-12,EUR
280704,1517361,999999,2022-09-07,2022-09-09,USD
280705,1156065,999999,2022-09-07,2022-09-09,GBP
280800,1945559,430,2022-09-08,2022-09-08,USD
280801,1735013,490,2022-09-08,2022-09-08,USD
280802,270688,90,2022-09-08,2022-09-08,CAD
280803,528377,260,2022-09-08,2022-09-08,EUR
280804,2012152,999999,2022-09-08,2022-09-13,USD
280805,1316320,450,2022-09-08,2022-09-08,USD
280900,1585465,540,2022-09-09,2022-09-09,USD
280901,1691809,620,2022-09-09,2022-09-09,USD
280902,219309,999999,2022-09-09,2022-09-12,CAD
280903,1852105,430,2022-09-09,2022-09-09,USD
281000,1151504,999999,2022-09-10,2022-09-11,GBP
281001,368603,999999,2022-09-10,2022-09-11,CAD
281002,1629304,999999,2022-09-10,2022-09-15,USD
281003,1756394,470,2022-09-10,2022-09-10,USD
281004,421034,999999,2022-09-10,2022-09-17,EUR
281005,658549,999999,2022-09-10,2022-09-15,EUR
281006,884052,310,2022-09-10,2022-09-10,EUR
281007,1327485,999999,2022-09-10,2022-09-13,USD
281200,1682492,999999,2022-09-12,2022-09-15,USD
281201,296576,999999,2022-09-12,2022-09-15,CAD
281202,1930343,999999,2022-09-12,2022-09-15,USD
281300,778351,999999,2022-09-13,2022-09-16,EUR
281301,229032,80,2022-09-13,2022-09-13,CAD
281302,1558414,999999,2022-09-13,2022-09-16,USD
281303,533076,999999,2022-09-13,2022-09-15,EUR
281400,260920,999999,2022-09-14,2022-09-18,CAD
281401,450451,999999,2022-09-14,2022-09-17,EUR
281402,1828971,585,2022-09-14,2022-09-14,USD
281403,1693229,999999,2022-09-14,2022-09-16,USD
281404,1355788,999999,2022-09-14,2022-09-17,USD
281405,597441,260,2022-09-14,2022-09-14,EUR
281500,1391373,999999,2022-09-15,2022-09-17,USD
281501,1914809,999999,2022-09-15,2022-09-18,USD
281502,1642029,999999,2022-09-15,2022-09-18,USD
281503,230176,999999,2022-09-15,2022-09-20,CAD
281504,1740119,999999,2022-09-15,2022-09-17,USD
281505,841785,340,2022-09-15,2022-09-15,EUR
281600,1547599,490,2022-09-16,2022-09-16,USD
281601,170423,999999,2022-09-16,2022-09-20,AUD
281602,216758,80,2022-09-16,2022-09-16,CAD
281603,1393655,999999,2022-09-16,2022-09-17,USD
281700,551702,999999,2022-09-17,2022-09-18,EUR
281701,1958818,999999,2022-09-17,2022-09-20,USD
281702,422573,230,2022-09-17,2022-09-17,EUR
281703,2016793,590,2022-09-17,2022-09-17,USD
281704,514365,999999,2022-09-17,2022-09-25,EUR
281705,282244,999999,2022-09-17,2022-09-21,CAD
281706,1762328,480,2022-09-17,2022-09-17,USD
281707,2095409,540,2022-09-17,2022-09-17,USD
281900,1678130,999999,2022-09-19,2022-09-24,USD
281901,1766171,440,2022-09-19,2022-09-19,USD
281902,1238240,585,2022-09-19,2022-09-19,USD
282000,622598,999999,2022-09-20,2022-09-22,EUR
282001,1801195,999999,2022-09-20,2022-09-25,USD
282003,1145685,370,2022-09-20,2022-09-20,GBP
282100,133219,999999,2022-09-21,2022-09-26,AUD
282101,1785478,999999,2022-09-21,2022-09-26,USD
282102,496649,999999,2022-09-21,2022-09-24,EUR
282103,222802,80,2022-09-21,2022-09-21,CAD
282104,1117004,999999,2022-09-21,2022-09-26,GBP
282105,133480,999999,2022-09-21,2022-09-24,AUD
282200,1699521,550,2022-09-22,2022-09-22,USD
282201,1699152,999999,2022-09-22,2022-09-25,USD
282202,1640299,570,2022-09-22,2022-09-22,USD
282203,1064736,999999,2022-09-22,2022-09-23,GBP
282204,658734,999999,2022-09-22,2022-09-23,EUR
282205,174477,50,2022-09-22,2022-09-22,AUD
282300,730481,999999,2022-09-23,2022-09-27,EUR
282301,1881807,570,2022-09-23,2022-09-23,USD
282302,1798227,999999,2022-09-23,2022-09-26,USD
282303,1344504,660,2022-09-23,2022-09-23,USD
282400,240811,999999,2022-09-24,2022-09-26,CAD
282401,2073610,470,2022-09-24,2022-09-24,USD
282402,517614,999999,2022-09-24,2022-09-26,EUR
282403,233546,999999,2022-09-24,2022-09-26,CAD
282404,471047,255,2022-09-24,2022-09-24,EUR
282405,1501278,999999,2022-09-24,2022-09-25,USD
282406,1583276,999999,2022-09-24,2022-09-27,USD
282407,832967,330,2022-09-24,2022-09-24,EUR
282600,1440624,999999,2022-09-26,2022-09-27,USD
282601,1579726,670,2022-09-26,2022-09-26,USD
282602,1901351,560,2022-09-26,2022-09-26,USD
282700,419259,270,2022-09-27,2022-09-27,EUR
282701,643690,999999,2022-09-27,2022-10-01,EUR
282702,1084339,999999,2022-09-27,2022-09-30,GBP
282703,620149,150,2022-09-27,2022-09-27,EUR
282800,1356356,999999,2022-09-28,2022-10-03,USD
282801,779101,999999,2022-09-28,2022-10-03,EUR
282802,1716324,620,2022-09-28,2022-09-28,USD
282803,1175696,999999,2022-09-28,2022-09-30,GBP
282804,1224765,530,2022-09-28,2022-09-28,USD
282805,873426,999999,2022-09-28,2022-10-03,EUR
282900,1777491,585,2022-09-29,2022-09-29,USD
282901,1035346,380,2022-09-29,2022-09-29,GBP
282902,445693,230,2022-09-29,2022-09-29,EUR
282903,169080,40,2022-09-29,2022-09-29,AUD
282904,1897806,999999,2022-09-29,2022-10-02,USD
282905,1840953,999999,2022-09-29,2022-10-02,USD
283000,614268,999999,2022-09-30,2022-10-03,EUR
283001,254374,999999,2022-09-30,2022-10-01,CAD
283002,1481145,999999,2022-09-30,2022-10-04,USD
283003,334747,999999,2022-09-30,2022-10-03,CAD
283100,174863,35,2022-10-01,2022-10-01,AUD
283101,398381,90,2022-10-01,2022-10-01,CAD
283102,1423355,585,2022-10-01,2022-10-01,USD
283103,338029,999999,2022-10-01,2022-10-06,CAD
283104,1797515,999999,2022-10-01,2022-10-03,USD
283105,144757,50,2022-10-01,2022-10-01,AUD
283106,494874,999999,2022-10-01,2022-10-06,EUR
283107,296355,74,2022-10-01,2022-10-01,CAD
283300,1142089,999999,2022-10-03,2022-10-04,GBP
283301,455320,999999,2022-10-03,2022-10-07,EUR
283302,1748737,660,2022-10-03,2022-10-03,USD
283400,243066,999999,2022-10-04,2022-10-08,CAD
283401,971114,999999,2022-10-04,2022-10-08,GBP
283402,1433297,540,2022-10-04,2022-10-04,USD
283403,1968681,620,2022-10-04,2022-10-04,USD
283500,1523309,999999,2022-10-05,2022-10-07,USD
283501,1962246,999999,2022-10-05,2022-10-07,USD
283502,1919608,585,2022-10-05,2022-10-05,USD
283503,563343,999999,2022-10-05,2022-10-07,EUR
283504,2043962,510,2022-10-05,2022-10-05,USD
283505,852835,999999,2022-10-05,2022-10-12,EUR
283600,1727132,605,2022-10-06,2022-10-06,USD
283601,1968135,450,2022-10-06,2022-10-06,USD
283602,1686209,999999,2022-10-06,2022-10-08,USD
283603,12995,999999,2022-10-06,2022-10-08,AUD
283604,1247119,999999,2022-10-06,2022-10-10,USD
283605,1386297,480,2022-10-06,2022-10-06,USD
283700,400192,999999,2022-10-07,2022-10-08,EUR
283701,1904420,999999,2022-10-07,2022-10-13,USD
283702,361822,90,2022-10-07,2022-10-07,CAD
283703,2007583,999999,2022-10-07,2022-10-11,USD
283800,1397380,610,2022-10-08,2022-10-08,USD
283801,433358,270,2022-10-08,2022-10-08,EUR
283802,602600,999999,2022-10-08,2022-10-09,EUR
283803,620188,180,2022-10-08,2022-10-08,EUR
283804,832220,310,2022-10-08,2022-10-08,EUR
283805,1665856,450,2022-10-08,2022-10-08,USD
283806,1064928,999999,2022-10-08,2022-10-13,GBP
283807,1151746,999999,2022-10-08,2022-10-12,GBP
284000,697391,130,2022-10-10,2022-10-10,EUR
284001,2083389,999999,2022-10-10,2022-10-11,USD
284002,532905,190,2022-10-10,2022-10-10,EUR
284100,1278709,999999,2022-10-11,2022-10-12,USD
284101,2049501,999999,2022-10-11,2022-10-17,USD
284102,2098760,590,2022-10-11,2022-10-11,USD
284103,1613229,999999,2022-10-11,2022-10-14,USD
284200,1821336,670,2022-10-12,2022-10-12,USD
284201,1379629,605,2022-10-12,2022-10-12,USD
284202,597326,999999,2022-10-12,2022-10-17,EUR
284203,674563,999999,2022-10-12,2022-10-15,EUR
284204,1376044,490,2022-10-12,2022-10-12,USD
284205,1936733,510,2022-10-12,2022-10-12,USD
284300,1016244,999999,2022-10-13,2022-10-18,GBP
284301,1229908,430,2022-10-13,2022-10-13,USD
284302,1465857,510,2022-10-13,2022-10-13,USD
284303,1872837,605,2022-10-13,2022-10-13,USD
284304,493546,230,2022-10-13,2022-10-13,EUR
284305,1380620,999999,2022-10-13,2022-10-14,USD
284400,355781,999999,2022-10-14,2022-10-15,CAD
284401,2017647,999999,2022-10-14,2022-10-18,USD
284402,1579529,999999,2022-10-14,2022-10-18,USD
284403,1928663,570,2022-10-14,2022-10-14,USD
284500,2082641,570,2022-10-15,2022-10-15,USD
284501,1405858,500,2022-10-15,2022-10-15,USD
284502,1773638,999999,2022-10-15,2022-10-19,USD
284503,1728600,560,2022-10-15,2022-10-15,USD
284504,358056,999999,2022-10-15,2022-10-18,CAD
284505,1657094,999999,2022-10-15,2022-10-17,USD
284506,1484800,430,2022-10-15,2022-10-15,USD
284507,1311892,500,2022-10-15,2022-10-15,USD
284700,523297,220,2022-10-17,2022-10-17,EUR
284701,1221227,999999,2022-10-17,2022-10-18,USD
284702,1008006,999999,2022-10-17,2022-10-19,GBP
284800,2030496,660,2022-10-18,2022-10-18,USD
284801,1864331,560,2022-10-18,2022-10-18,USD
284802,372285,999999,2022-10-18,2022-10-20,CAD
284803,1259595,999999,2022-10-18,2022-10-22,USD
284900,2096230,610,2022-10-19,2022-10-19,USD
284901,1744102,999999,2022-10-19,2022-10-23,USD
284902,1351959,999999,2022-10-19,2022-10-26,USD
284903,649337,999999,2022-10-19,2022-10-23,EUR
284904,2793,50,2022-10-19,2022-10-19,AUD
284905,261236,999999,2022-10-19,2022-10-21,CAD
285000,458905,999999,2022-10-20,2022-10-24,EUR
285001,306221,999999,2022-10-20,2022-10-21,CAD
285002,1944994,500,2022-10-20,2022-10-20,USD
285003,454426,230,2022-10-20,2022-10-20,EUR
285004,1885884,610,2022-10-20,2022-10-20,USD
285005,1339978,605,2022-10-20,2022-10-20,USD
285100,1920313,620,2022-10-21,2022-10-21,USD
285101,1834289,999999,2022-10-21,2022-10-26,USD
285102,25952,50,2022-10-21,2022-10-21,AUD
285103,33663,999999,2022-10-21,2022-10-23,AUD
285200,1238643,999999,2022-10-22,2022-10-26,USD
285201,614940,999999,2022-10-22,2022-10-27,EUR
285202,2013877,670,2022-10-22,2022-10-22,USD
285203,1955600,560,2022-10-22,2022-10-22,USD
285204,273570,999999,2022-10-22,2022-10-25,CAD
285205,299790,74,2022-10-22,2022-10-22,CAD
285206,1079346,999999,2022-10-22,2022-10-24,GBP
285207,570850,999999,2022-10-22,2022-10-24,EUR
285400,258243,999999,2022-10-24,2022-10-27,CAD
285401,532780,210,2022-10-24,2022-10-24,EUR
285402,1897830,999999,2022-10-24,2022-10-28,USD
285500,1558166,540,2022-10-25,2022-10-25,USD
285501,1661449,650,2022-10-25,2022-10-25,USD
285502,573212,220,2022-10-25,2022-10-25,EUR
285503,1983764,530,2022-10-25,2022-10-25,USD
285600,1372037,480,2022-10-26,2022-10-26,USD
285601,223549,999999,2022-10-26,2022-10-27,CAD
285602,1832016,999999,2022-10-26,2022-10-30,USD
285603,218771,999999,2022-10-26,2022-10-30,CAD
285604,1315418,480,2022-10-26,2022-10-26,USD
285605,2093990,999999,2022-10-26,2022-10-30,USD
285700,591915,999999,2022-10-27,2022-10-28,EUR
285701,329223,999999,2022-10-27,2022-10-30,CAD
285702,1276008,999999,2022-10-27,2022-11-01,USD
285703,1596694,540,2022-10-27,2022-10-27,USD
285704,641710,999999,2022-10-27,2022-10-31,EUR
285705,407707,255,2022-10-27,2022-10-27,EUR
285800,1331090,670,2022-10-28,2022-10-28,USD
285801,314194,80,2022-10-28,2022-10-28,CAD
285802,283923,999999,2022-10-28,2022-11-01,CAD
285803,1131438,999999,2022-10-28,2022-10-29,GBP
285900,1594038,999999,2022-10-29,2022-11-03,USD
285901,937412,370,2022-10-29,2022-10-29,GBP
285902,1007302,400,2022-10-29,2022-10-29,GBP
285903,1919707,480,2022-10-29,2022-10-29,USD
285904,1786867,999999,2022-10-29,2022-10-31,USD
285905,1947365,999999,2022-10-29,2022-11-02,USD
285906,524556,999999,2022-10-29,2022-10-30,EUR
285907,377920,80,2022-10-29,2022-10-29,CAD
286100,1904874,999999,2022-10-31,2022-11-05,USD
286101,1770537,450,2022-10-31,2022-10-31,USD
286102,1110135,360,2022-10-31,2022-10-31,GBP
286200,1898017,540,2022-11-01,2022-11-01,USD
286201,672985,170,2022-11-01,2022-11-01,EUR
286202,1715221,999999,2022-11-01,2022-11-04,USD
286203,1064528,390,2022-11-01,2022-11-01,GBP
286300,1092895,999999,2022-11-02,2022-11-06,GBP
286301,1408505,999999,2022-11-02,2022-11-06,USD
286302,1409387,999999,2022-11-02,2022-11-05,USD
286303,548514,999999,2022-11-02,2022-11-04,EUR
286304,1532078,999999,2022-11-02,2022-11-06,USD
286305,1645700,605,2022-11-02,2022-11-02,USD
286400,285075,74,2022-11-03,2022-11-03,CAD
286401,1404574,999999,2022-11-03,2022-11-06,USD
286402,912671,370,2022-11-03,2022-11-03,GBP
286403,556032,210,2022-11-03,2022-11-03,EUR
286404,12854,999999,2022-11-03,2022-11-07,AUD
286405,1329865,510,2022-11-03,2022-11-03,USD
286500,1524380,999999,2022-11-04,2022-11-05,USD
286501,1015119,370,2022-11-04,2022-11-04,GBP
286502,1896371,999999,2022-11-04,2022-11-05,USD
286503,1314888,999999,2022-11-04,2022-11-08,USD
286600,892948,999999,2022-11-05,2022-11-09,EUR
286601,404458,999999,2022-11-05,2022-11-08,EUR
286602,1230060,999999,2022-11-05,2022-11-09,USD
286603,1913230,590,2022-11-05,2022-11-05,USD
286604,1937516,430,2022-11-05,2022-11-05,USD
286605,1212822,999999,2022-11-05,2022-11-06,USD
