Date,FromCurrency,ToCurrency,Exchange
2020-05-02,USD,CAD,1.38626
2020-05-02,USD,EUR,0.91946
2020-05-02,USD,GBP,0.79905
2020-05-02,USD,USD,1.00000
2020-05-03,AUD,AUD,1.00000
2020-05-03,AUD,CAD,0.90836
2020-05-03,AUD,EUR,0.60248
2020-05-03,AUD,GBP,0.52359
2020-05-03,AUD,USD,0.65526
2020-05-03,CAD,AUD,1.10088
2020-05-03,CAD,CAD,1.00000
2020-05-03,CAD,EUR,0.66326
2020-05-03,CAD,GBP,0.57641
2020-05-03,CAD,USD,0.72136
2020-05-03,EUR,AUD,1.6598
2020-05-03,EUR,CAD,1.5077
2020-05-03,EUR,EUR,1.0
2020-05-03,EUR,GBP,0.86905
2020-05-03,EUR,USD,1.0876
2020-05-03,GBP,AUD,1.90990
2020-05-03,GBP,CAD,1.73488
2020-05-03,GBP,EUR,1.15068
2020-05-03,GBP,GBP,1.00000
2020-05-03,GBP,USD,1.25148
2020-05-03,USD,AUD,1.52611
2020-05-03,USD,CAD,1.38626
2020-05-03,USD,EUR,0.91946
2020-05-03,USD,GBP,0.79905
2020-05-03,USD,USD,1.00000
2020-05-04,AUD,AUD,1.00000
2020-05-04,AUD,CAD,0.90412
2020-05-04,AUD,EUR,0.58748
2020-05-04,AUD,GBP,0.51638
2020-05-04,AUD,USD,0.64282
2020-05-04,CAD,AUD,1.10604
2020-05-04,CAD,CAD,1.00000
2020-05-04,CAD,EUR,0.64977
2020-05-04,CAD,GBP,0.57114
2020-05-04,CAD,USD,0.71098
2020-05-04,EUR,AUD,1.7022
2020-05-04,EUR,CAD,1.539
2020-05-04,EUR,EUR,1.0
2020-05-04,EUR,GBP,0.87898
2020-05-04,EUR,USD,1.0942
2020-05-04,GBP,AUD,1.93656
2020-05-04,GBP,CAD,1.75089
2020-05-04,GBP,EUR,1.13768
2020-05-04,GBP,GBP,1.00000
2020-05-04,GBP,USD,1.24485
2020-05-04,USD,AUD,1.55566
2020-05-04,USD,CAD,1.40651
2020-05-04,USD,EUR,0.91391
2020-05-04,USD,GBP,0.80331
2020-05-04,USD,USD,1.00000
2020-05-05,AUD,AUD,1.00000
2020-05-05,AUD,CAD,0.90348
2020-05-05,AUD,EUR,0.59435
2020-05-05,AUD,GBP,0.51744
2020-05-05,AUD,USD,0.64446
2020-05-05,CAD,AUD,1.10684
2020-05-05,CAD,CAD,1.00000
2020-05-05,CAD,EUR,0.65785
2020-05-05,CAD,GBP,0.57273
2020-05-05,CAD,USD,0.71331
2020-05-05,EUR,AUD,1.6825
2020-05-05,EUR,CAD,1.5201
2020-05-05,EUR,EUR,1.0
2020-05-05,EUR,GBP,0.8706
2020-05-05,EUR,USD,1.0843
2020-05-05,GBP,AUD,1.93258
2020-05-05,GBP,CAD,1.74604
2020-05-05,GBP,EUR,1.14863
2020-05-05,GBP,GBP,1.00000
2020-05-05,GBP,USD,1.24546
2020-05-05,USD,AUD,1.55169
2020-05-05,USD,CAD,1.40192
2020-05-05,USD,EUR,0.92225
2020-05-05,USD,GBP,0.80291
2020-05-05,USD,USD,1.00000
2020-05-06,AUD,AUD,1.00000
2020-05-06,AUD,CAD,0.89317
2020-05-06,AUD,EUR,0.58665
2020-05-06,AUD,GBP,0.51187
2020-05-06,AUD,USD,0.63399
2020-05-06,CAD,AUD,1.11961
2020-05-06,CAD,CAD,1.00000
2020-05-06,CAD,EUR,0.65681
2020-05-06,CAD,GBP,0.57309
2020-05-06,CAD,USD,0.70982
2020-05-06,EUR,AUD,1.7046
2020-05-06,EUR,CAD,1.5225
2020-05-06,EUR,EUR,1.0
2020-05-06,EUR,GBP,0.87253
2020-05-06,EUR,USD,1.0807
2020-05-06,GBP,AUD,1.95363
2020-05-06,GBP,CAD,1.74493
2020-05-06,GBP,EUR,1.14609
2020-05-06,GBP,GBP,1.00000
2020-05-06,GBP,USD,1.23858
2020-05-06,USD,AUD,1.57731
2020-05-06,USD,CAD,1.40881
2020-05-06,USD,EUR,0.92533
2020-05-06,USD,GBP,0.80737
2020-05-06,USD,USD,1.00000
2020-05-07,AUD,AUD,1.00000
2020-05-07,AUD,CAD,0.90858
2020-05-07,AUD,EUR,0.59866
2020-05-07,AUD,GBP,0.52369
2020-05-07,AUD,USD,0.64553
2020-05-07,CAD,AUD,1.10061
2020-05-07,CAD,CAD,1.00000
2020-05-07,CAD,EUR,0.65889
2020-05-07,CAD,GBP,0.57639
2020-05-07,CAD,USD,0.71048
2020-05-07,EUR,AUD,1.6704
2020-05-07,EUR,CAD,1.5177
2020-05-07,EUR,EUR,1.0
2020-05-07,EUR,GBP,0.87478
2020-05-07,EUR,USD,1.0783
2020-05-07,GBP,AUD,1.90951
2020-05-07,GBP,CAD,1.73495
2020-05-07,GBP,EUR,1.14314
2020-05-07,GBP,GBP,1.00000
2020-05-07,GBP,USD,1.23265
2020-05-07,USD,AUD,1.54911
2020-05-07,USD,CAD,1.40749
2020-05-07,USD,EUR,0.92739
2020-05-07,USD,GBP,0.81126
2020-05-07,USD,USD,1.00000
2020-05-08,AUD,AUD,1.00000
2020-05-08,AUD,CAD,0.91001
2020-05-08,AUD,EUR,0.60194
2020-05-08,AUD,GBP,0.52691
2020-05-08,AUD,USD,0.65268
2020-05-08,CAD,AUD,1.09889
2020-05-08,CAD,CAD,1.00000
2020-05-08,CAD,EUR,0.66146
2020-05-08,CAD,GBP,0.57901
2020-05-08,CAD,USD,0.71722
2020-05-08,EUR,AUD,1.6613
2020-05-08,EUR,CAD,1.5118
2020-05-08,EUR,EUR,1.0
2020-05-08,EUR,GBP,0.87535
2020-05-08,EUR,USD,1.0843
2020-05-08,GBP,AUD,1.89787
2020-05-08,GBP,CAD,1.72708
2020-05-08,GBP,EUR,1.14240
2020-05-08,GBP,GBP,1.00000
2020-05-08,GBP,USD,1.23870
2020-05-08,USD,AUD,1.53214
2020-05-08,USD,CAD,1.39426
2020-05-08,USD,EUR,0.92225
2020-05-08,USD,GBP,0.80730
2020-05-08,USD,USD,1.00000
2020-05-09,AUD,AUD,1.00000
2020-05-09,AUD,CAD,0.91001
2020-05-09,AUD,EUR,0.60194
2020-05-09,AUD,GBP,0.52691
2020-05-09,AUD,USD,0.65268
2020-05-09,CAD,AUD,1.09889
2020-05-09,CAD,CAD,1.00000
2020-05-09,CAD,EUR,0.66146
2020-05-09,CAD,GBP,0.57901
2020-05-09,CAD,USD,0.71722
2020-05-09,EUR,AUD,1.6613
2020-05-09,EUR,CAD,1.5118
2020-05-09,EUR,EUR,1.0
2020-05-09,EUR,GBP,0.87535
2020-05-09,EUR,USD,1.0843
2020-05-09,GBP,AUD,1.89787
2020-05-09,GBP,CAD,1.72708
2020-05-09,GBP,EUR,1.14240
2020-05-09,GBP,GBP,1.00000
2020-05-09,GBP,USD,1.23870
2020-05-09,USD,AUD,1.53214
2020-05-09,USD,CAD,1.39426
2020-05-09,USD,EUR,0.92225
2020-05-09,USD,GBP,0.80730
2020-05-09,USD,USD,1.00000
2020-05-10,AUD,AUD,1.00000
2020-05-10,AUD,CAD,0.91001
2020-05-10,AUD,EUR,0.60194
2020-05-10,AUD,GBP,0.52691
2020-05-10,AUD,USD,0.65268
2020-05-10,CAD,AUD,1.09889
2020-05-10,CAD,CAD,1.00000
2020-05-10,CAD,EUR,0.66146
2020-05-10,CAD,GBP,0.57901
2020-05-10,CAD,USD,0.71722
2020-05-10,EUR,AUD,1.6613
2020-05-10,EUR,CAD,1.5118
2020-05-10,EUR,EUR,1.0
2020-05-10,EUR,GBP,0.87535
2020-05-10,EUR,USD,1.0843
2020-05-10,GBP,AUD,1.89787
2020-05-10,GBP,CAD,1.72708
2020-05-10,GBP,EUR,1.14240
2020-05-10,GBP,GBP,1.00000
2020-05-10,GBP,USD,1.23870
2020-05-10,USD,AUD,1.53214
2020-05-10,USD,CAD,1.39426
2020-05-10,USD,EUR,0.92225
2020-05-10,USD,GBP,0.80730
2020-05-10,USD,USD,1.00000
2020-05-11,AUD,AUD,1.00000
2020-05-11,AUD,CAD,0.90586
2020-05-11,AUD,EUR,0.59848
2020-05-11,AUD,GBP,0.52591
2020-05-11,AUD,USD,0.64779
2020-05-11,CAD,AUD,1.10392
2020-05-11,CAD,CAD,1.00000
2020-05-11,CAD,EUR,0.66068
2020-05-11,CAD,GBP,0.58057
2020-05-11,CAD,USD,0.71512
2020-05-11,EUR,AUD,1.6709
2020-05-11,EUR,CAD,1.5136
2020-05-11,EUR,EUR,1.0
2020-05-11,EUR,GBP,0.87875
2020-05-11,EUR,USD,1.0824
2020-05-11,GBP,AUD,1.90145
2020-05-11,GBP,CAD,1.72245
2020-05-11,GBP,EUR,1.13798
2020-05-11,GBP,GBP,1.00000
2020-05-11,GBP,USD,1.23175
2020-05-11,USD,AUD,1.54370
2020-05-11,USD,CAD,1.39837
2020-05-11,USD,EUR,0.92387
2020-05-11,USD,GBP,0.81185
2020-05-11,USD,USD,1.00000
2020-05-12,AUD,AUD,1.00000
2020-05-12,AUD,CAD,0.91296
2020-05-12,AUD,EUR,0.60150
2020-05-12,AUD,GBP,0.52796
2020-05-12,AUD,USD,0.65311
2020-05-12,CAD,AUD,1.09534
2020-05-12,CAD,CAD,1.00000
2020-05-12,CAD,EUR,0.65885
2020-05-12,CAD,GBP,0.57829
2020-05-12,CAD,USD,0.71538
2020-05-12,EUR,AUD,1.6625
2020-05-12,EUR,CAD,1.5178
2020-05-12,EUR,EUR,1.0
2020-05-12,EUR,GBP,0.87773
2020-05-12,EUR,USD,1.0858
2020-05-12,GBP,AUD,1.89409
2020-05-12,GBP,CAD,1.72923
2020-05-12,GBP,EUR,1.13930
2020-05-12,GBP,GBP,1.00000
2020-05-12,GBP,USD,1.23705
2020-05-12,USD,AUD,1.53113
2020-05-12,USD,CAD,1.39786
2020-05-12,USD,EUR,0.92098
2020-05-12,USD,GBP,0.80837
2020-05-12,USD,USD,1.00000
2020-05-13,AUD,AUD,1.00000
2020-05-13,AUD,CAD,0.91347
2020-05-13,AUD,EUR,0.59927
2020-05-13,AUD,GBP,0.52882
2020-05-13,AUD,USD,0.65170
2020-05-13,CAD,AUD,1.09473
2020-05-13,CAD,CAD,1.00000
2020-05-13,CAD,EUR,0.65604
2020-05-13,CAD,GBP,0.57892
2020-05-13,CAD,USD,0.71344
2020-05-13,EUR,AUD,1.6687
2020-05-13,EUR,CAD,1.5243
2020-05-13,EUR,EUR,1.0
2020-05-13,EUR,GBP,0.88245
2020-05-13,EUR,USD,1.0875
2020-05-13,GBP,AUD,1.89099
2020-05-13,GBP,CAD,1.72735
2020-05-13,GBP,EUR,1.13321
2020-05-13,GBP,GBP,1.00000
2020-05-13,GBP,USD,1.23236
2020-05-13,USD,AUD,1.53444
2020-05-13,USD,CAD,1.40166
2020-05-13,USD,EUR,0.91954
2020-05-13,USD,GBP,0.81145
2020-05-13,USD,USD,1.00000
2020-05-14,AUD,AUD,1.00000
2020-05-14,AUD,CAD,0.90592
2020-05-14,AUD,EUR,0.59506
2020-05-14,AUD,GBP,0.52660
2020-05-14,AUD,USD,0.64219
2020-05-14,CAD,AUD,1.10385
2020-05-14,CAD,CAD,1.00000
2020-05-14,CAD,EUR,0.65686
2020-05-14,CAD,GBP,0.58129
2020-05-14,CAD,USD,0.70888
2020-05-14,EUR,AUD,1.6805
2020-05-14,EUR,CAD,1.5224
2020-05-14,EUR,EUR,1.0
2020-05-14,EUR,GBP,0.88495
2020-05-14,EUR,USD,1.0792
2020-05-14,GBP,AUD,1.89898
2020-05-14,GBP,CAD,1.72032
2020-05-14,GBP,EUR,1.13001
2020-05-14,GBP,GBP,1.00000
2020-05-14,GBP,USD,1.21950
2020-05-14,USD,AUD,1.55717
2020-05-14,USD,CAD,1.41067
2020-05-14,USD,EUR,0.92661
2020-05-14,USD,GBP,0.82001
2020-05-14,USD,USD,1.00000
2020-05-15,AUD,AUD,1.00000
2020-05-15,AUD,CAD,0.90634
2020-05-15,AUD,EUR,0.59506
2020-05-15,AUD,GBP,0.52805
2020-05-15,AUD,USD,0.64255
2020-05-15,CAD,AUD,1.10334
2020-05-15,CAD,CAD,1.00000
2020-05-15,CAD,EUR,0.65656
2020-05-15,CAD,GBP,0.58261
2020-05-15,CAD,USD,0.70895
2020-05-15,EUR,AUD,1.6805
2020-05-15,EUR,CAD,1.5231
2020-05-15,EUR,EUR,1.0
2020-05-15,EUR,GBP,0.88738
2020-05-15,EUR,USD,1.0798
2020-05-15,GBP,AUD,1.89378
2020-05-15,GBP,CAD,1.71640
2020-05-15,GBP,EUR,1.12691
2020-05-15,GBP,GBP,1.00000
2020-05-15,GBP,USD,1.21684
2020-05-15,USD,AUD,1.55631
2020-05-15,USD,CAD,1.41054
2020-05-15,USD,EUR,0.92610
2020-05-15,USD,GBP,0.82180
2020-05-15,USD,USD,1.00000
2020-05-16,AUD,AUD,1.00000
2020-05-16,AUD,CAD,0.90634
2020-05-16,AUD,EUR,0.59506
2020-05-16,AUD,GBP,0.52805
2020-05-16,AUD,USD,0.64255
2020-05-16,CAD,AUD,1.10334
2020-05-16,CAD,CAD,1.00000
2020-05-16,CAD,EUR,0.65656
2020-05-16,CAD,GBP,0.58261
2020-05-16,CAD,USD,0.70895
2020-05-16,EUR,AUD,1.6805
2020-05-16,EUR,CAD,1.5231
2020-05-16,EUR,EUR,1.0
2020-05-16,EUR,GBP,0.88738
2020-05-16,EUR,USD,1.0798
2020-05-16,GBP,AUD,1.89378
2020-05-16,GBP,CAD,1.71640
2020-05-16,GBP,EUR,1.12691
2020-05-16,GBP,GBP,1.00000
2020-05-16,GBP,USD,1.21684
2020-05-16,USD,AUD,1.55631
2020-05-16,USD,CAD,1.41054
2020-05-16,USD,EUR,0.92610
2020-05-16,USD,GBP,0.82180
2020-05-16,USD,USD,1.00000
2020-05-17,AUD,AUD,1.00000
2020-05-17,AUD,CAD,0.90634
2020-05-17,AUD,EUR,0.59506
2020-05-17,AUD,GBP,0.52805
2020-05-17,AUD,USD,0.64255
2020-05-17,CAD,AUD,1.10334
2020-05-17,CAD,CAD,1.00000
2020-05-17,CAD,EUR,0.65656
2020-05-17,CAD,GBP,0.58261
2020-05-17,CAD,USD,0.70895
2020-05-17,EUR,AUD,1.6805
2020-05-17,EUR,CAD,1.5231
2020-05-17,EUR,EUR,1.0
2020-05-17,EUR,GBP,0.88738
2020-05-17,EUR,USD,1.0798
2020-05-17,GBP,AUD,1.89378
2020-05-17,GBP,CAD,1.71640
2020-05-17,GBP,EUR,1.12691
2020-05-17,GBP,GBP,1.00000
2020-05-17,GBP,USD,1.21684
2020-05-17,USD,AUD,1.55631
2020-05-17,USD,CAD,1.41054
2020-05-17,USD,EUR,0.92610
2020-05-17,USD,GBP,0.82180
2020-05-17,USD,USD,1.00000
2020-05-18,AUD,AUD,1.00000
2020-05-18,AUD,CAD,0.90834
2020-05-18,AUD,EUR,0.59751
2020-05-18,AUD,GBP,0.53270
2020-05-18,AUD,USD,0.64723
2020-05-18,CAD,AUD,1.10091
2020-05-18,CAD,CAD,1.00000
2020-05-18,CAD,EUR,0.65781
2020-05-18,CAD,GBP,0.58646
2020-05-18,CAD,USD,0.71254
2020-05-18,EUR,AUD,1.6736
2020-05-18,EUR,CAD,1.5202
2020-05-18,EUR,EUR,1.0
2020-05-18,EUR,GBP,0.89153
2020-05-18,EUR,USD,1.0832
2020-05-18,GBP,AUD,1.87722
2020-05-18,GBP,CAD,1.70516
2020-05-18,GBP,EUR,1.12167
2020-05-18,GBP,GBP,1.00000
2020-05-18,GBP,USD,1.21499
2020-05-18,USD,AUD,1.54505
2020-05-18,USD,CAD,1.40343
2020-05-18,USD,EUR,0.92319
2020-05-18,USD,GBP,0.82305
2020-05-18,USD,USD,1.00000
2020-05-19,AUD,AUD,1.00000
2020-05-19,AUD,CAD,0.91045
2020-05-19,AUD,EUR,0.59698
2020-05-19,AUD,GBP,0.53451
2020-05-19,AUD,USD,0.65369
2020-05-19,CAD,AUD,1.09835
2020-05-19,CAD,CAD,1.00000
2020-05-19,CAD,EUR,0.65569
2020-05-19,CAD,GBP,0.58708
2020-05-19,CAD,USD,0.71799
2020-05-19,EUR,AUD,1.6751
2020-05-19,EUR,CAD,1.5251
2020-05-19,EUR,EUR,1.0
2020-05-19,EUR,GBP,0.89535
2020-05-19,EUR,USD,1.095
2020-05-19,GBP,AUD,1.87089
2020-05-19,GBP,CAD,1.70336
2020-05-19,GBP,EUR,1.11688
2020-05-19,GBP,GBP,1.00000
2020-05-19,GBP,USD,1.22299
2020-05-19,USD,AUD,1.52977
2020-05-19,USD,CAD,1.39279
2020-05-19,USD,EUR,0.91324
2020-05-19,USD,GBP,0.81767
2020-05-19,USD,USD,1.00000
2020-05-20,AUD,AUD,1.00000
2020-05-20,AUD,CAD,0.91341
2020-05-20,AUD,EUR,0.60049
2020-05-20,AUD,GBP,0.53659
2020-05-20,AUD,USD,0.65802
2020-05-20,CAD,AUD,1.09480
2020-05-20,CAD,CAD,1.00000
2020-05-20,CAD,EUR,0.65742
2020-05-20,CAD,GBP,0.58746
2020-05-20,CAD,USD,0.72040
2020-05-20,EUR,AUD,1.6653
2020-05-20,EUR,CAD,1.5211
2020-05-20,EUR,EUR,1.0
2020-05-20,EUR,GBP,0.89358
2020-05-20,EUR,USD,1.0958
2020-05-20,GBP,AUD,1.86363
2020-05-20,GBP,CAD,1.70225
2020-05-20,GBP,EUR,1.11909
2020-05-20,GBP,GBP,1.00000
2020-05-20,GBP,USD,1.22630
2020-05-20,USD,AUD,1.51971
2020-05-20,USD,CAD,1.38812
2020-05-20,USD,EUR,0.91258
2020-05-20,USD,GBP,0.81546
2020-05-20,USD,USD,1.00000
2020-05-21,AUD,AUD,1.00000
2020-05-21,AUD,CAD,0.91622
2020-05-21,AUD,EUR,0.59844
2020-05-21,AUD,GBP,0.53826
2020-05-21,AUD,USD,0.65829
2020-05-21,CAD,AUD,1.09144
2020-05-21,CAD,CAD,1.00000
2020-05-21,CAD,EUR,0.65317
2020-05-21,CAD,GBP,0.58748
2020-05-21,CAD,USD,0.71848
2020-05-21,EUR,AUD,1.671
2020-05-21,EUR,CAD,1.531
2020-05-21,EUR,EUR,1.0
2020-05-21,EUR,GBP,0.89943
2020-05-21,EUR,USD,1.1
2020-05-21,GBP,AUD,1.85784
2020-05-21,GBP,CAD,1.70219
2020-05-21,GBP,EUR,1.11182
2020-05-21,GBP,GBP,1.00000
2020-05-21,GBP,USD,1.22300
2020-05-21,USD,AUD,1.51909
2020-05-21,USD,CAD,1.39182
2020-05-21,USD,EUR,0.90909
2020-05-21,USD,GBP,0.81766
2020-05-21,USD,USD,1.00000
2020-05-22,AUD,AUD,1.00000
2020-05-22,AUD,CAD,0.91488
2020-05-22,AUD,EUR,0.59902
2020-05-22,AUD,GBP,0.53650
2020-05-22,AUD,USD,0.65317
2020-05-22,CAD,AUD,1.09304
2020-05-22,CAD,CAD,1.00000
2020-05-22,CAD,EUR,0.65475
2020-05-22,CAD,GBP,0.58641
2020-05-22,CAD,USD,0.71394
2020-05-22,EUR,AUD,1.6694
2020-05-22,EUR,CAD,1.5273
2020-05-22,EUR,EUR,1.0
2020-05-22,EUR,GBP,0.89563
2020-05-22,EUR,USD,1.0904
2020-05-22,GBP,AUD,1.86394
2020-05-22,GBP,CAD,1.70528
2020-05-22,GBP,EUR,1.11653
2020-05-22,GBP,GBP,1.00000
2020-05-22,GBP,USD,1.21747
2020-05-22,USD,AUD,1.53100
2020-05-22,USD,CAD,1.40068
2020-05-22,USD,EUR,0.91709
2020-05-22,USD,GBP,0.82138
2020-05-22,USD,USD,1.00000
2020-05-23,AUD,AUD,1.00000
2020-05-23,AUD,CAD,0.91488
2020-05-23,AUD,EUR,0.59902
2020-05-23,AUD,GBP,0.53650
2020-05-23,AUD,USD,0.65317
2020-05-23,CAD,AUD,1.09304
2020-05-23,CAD,CAD,1.00000
2020-05-23,CAD,EUR,0.65475
2020-05-23,CAD,GBP,0.58641
2020-05-23,CAD,USD,0.71394
2020-05-23,EUR,AUD,1.6694
2020-05-23,EUR,CAD,1.5273
2020-05-23,EUR,EUR,1.0
2020-05-23,EUR,GBP,0.89563
2020-05-23,EUR,USD,1.0904
2020-05-23,GBP,AUD,1.86394
2020-05-23,GBP,CAD,1.70528
2020-05-23,GBP,EUR,1.11653
2020-05-23,GBP,GBP,1.00000
2020-05-23,GBP,USD,1.21747
2020-05-23,USD,AUD,1.53100
2020-05-23,USD,CAD,1.40068
2020-05-23,USD,EUR,0.91709
2020-05-23,USD,GBP,0.82138
2020-05-23,USD,USD,1.00000
2020-05-24,AUD,AUD,1.00000
2020-05-24,AUD,CAD,0.91488
2020-05-24,AUD,EUR,0.59902
2020-05-24,AUD,GBP,0.53650
2020-05-24,AUD,USD,0.65317
2020-05-24,CAD,AUD,1.09304
2020-05-24,CAD,CAD,1.00000
2020-05-24,CAD,EUR,0.65475
2020-05-24,CAD,GBP,0.58641
2020-05-24,CAD,USD,0.71394
2020-05-24,EUR,AUD,1.6694
2020-05-24,EUR,CAD,1.5273
2020-05-24,EUR,EUR,1.0
2020-05-24,EUR,GBP,0.89563
2020-05-24,EUR,USD,1.0904
2020-05-24,GBP,AUD,1.86394
2020-05-24,GBP,CAD,1.70528
2020-05-24,GBP,EUR,1.11653
2020-05-24,GBP,GBP,1.00000
2020-05-24,GBP,USD,1.21747
2020-05-24,USD,AUD,1.53100
2020-05-24,USD,CAD,1.40068
2020-05-24,USD,EUR,0.91709
2020-05-24,USD,GBP,0.82138
2020-05-24,USD,USD,1.00000
2020-05-25,AUD,AUD,1.00000
2020-05-25,AUD,CAD,0.91504
2020-05-25,AUD,EUR,0.59959
2020-05-25,AUD,GBP,0.53673
2020-05-25,AUD,USD,0.65416
2020-05-25,CAD,AUD,1.09285
2020-05-25,CAD,CAD,1.00000
2020-05-25,CAD,EUR,0.65527
2020-05-25,CAD,GBP,0.58656
2020-05-25,CAD,USD,0.71489
2020-05-25,EUR,AUD,1.6678
2020-05-25,EUR,CAD,1.5261
2020-05-25,EUR,EUR,1.0
2020-05-25,EUR,GBP,0.89515
2020-05-25,EUR,USD,1.091
2020-05-25,GBP,AUD,1.86315
2020-05-25,GBP,CAD,1.70485
2020-05-25,GBP,EUR,1.11713
2020-05-25,GBP,GBP,1.00000
2020-05-25,GBP,USD,1.21879
2020-05-25,USD,AUD,1.52869
2020-05-25,USD,CAD,1.39881
2020-05-25,USD,EUR,0.91659
2020-05-25,USD,GBP,0.82049
2020-05-25,USD,USD,1.00000
2020-05-26,AUD,AUD,1.00000
2020-05-26,AUD,CAD,0.91807
2020-05-26,AUD,EUR,0.60463
2020-05-26,AUD,GBP,0.53738
2020-05-26,AUD,USD,0.66358
2020-05-26,CAD,AUD,1.08924
2020-05-26,CAD,CAD,1.00000
2020-05-26,CAD,EUR,0.65859
2020-05-26,CAD,GBP,0.58534
2020-05-26,CAD,USD,0.72280
2020-05-26,EUR,AUD,1.6539
2020-05-26,EUR,CAD,1.5184
2020-05-26,EUR,EUR,1.0
2020-05-26,EUR,GBP,0.88878
2020-05-26,EUR,USD,1.0975
2020-05-26,GBP,AUD,1.86087
2020-05-26,GBP,CAD,1.70841
2020-05-26,GBP,EUR,1.12514
2020-05-26,GBP,GBP,1.00000
2020-05-26,GBP,USD,1.23484
2020-05-26,USD,AUD,1.50697
2020-05-26,USD,CAD,1.38351
2020-05-26,USD,EUR,0.91116
2020-05-26,USD,GBP,0.80982
2020-05-26,USD,USD,1.00000
2020-05-27,AUD,AUD,1.00000
2020-05-27,AUD,CAD,0.91313
2020-05-27,AUD,EUR,0.60368
2020-05-27,AUD,GBP,0.54087
2020-05-27,AUD,USD,0.66351
2020-05-27,CAD,AUD,1.09513
2020-05-27,CAD,CAD,1.00000
2020-05-27,CAD,EUR,0.66111
2020-05-27,CAD,GBP,0.59232
2020-05-27,CAD,USD,0.72663
2020-05-27,EUR,AUD,1.6565
2020-05-27,EUR,CAD,1.5126
2020-05-27,EUR,EUR,1.0
2020-05-27,EUR,GBP,0.89595
2020-05-27,EUR,USD,1.0991
2020-05-27,GBP,AUD,1.84888
2020-05-27,GBP,CAD,1.68826
2020-05-27,GBP,EUR,1.11613
2020-05-27,GBP,GBP,1.00000
2020-05-27,GBP,USD,1.22674
2020-05-27,USD,AUD,1.50714
2020-05-27,USD,CAD,1.37622
2020-05-27,USD,EUR,0.90984
2020-05-27,USD,GBP,0.81517
2020-05-27,USD,USD,1.00000
2020-05-28,AUD,AUD,1.00000
2020-05-28,AUD,CAD,0.91163
2020-05-28,AUD,EUR,0.60154
2020-05-28,AUD,GBP,0.53975
2020-05-28,AUD,USD,0.66266
2020-05-28,CAD,AUD,1.09693
2020-05-28,CAD,CAD,1.00000
2020-05-28,CAD,EUR,0.65985
2020-05-28,CAD,GBP,0.59207
2020-05-28,CAD,USD,0.72689
2020-05-28,EUR,AUD,1.6624
2020-05-28,EUR,CAD,1.5155
2020-05-28,EUR,EUR,1.0
2020-05-28,EUR,GBP,0.89728
2020-05-28,EUR,USD,1.1016
2020-05-28,GBP,AUD,1.85271
2020-05-28,GBP,CAD,1.68899
2020-05-28,GBP,EUR,1.11448
2020-05-28,GBP,GBP,1.00000
2020-05-28,GBP,USD,1.22771
2020-05-28,USD,AUD,1.50908
2020-05-28,USD,CAD,1.37573
2020-05-28,USD,EUR,0.90777
2020-05-28,USD,GBP,0.81452
2020-05-28,USD,USD,1.00000
2020-05-29,AUD,AUD,1.00000
2020-05-29,AUD,CAD,0.91601
2020-05-29,AUD,EUR,0.59948
2020-05-29,AUD,GBP,0.54006
2020-05-29,AUD,USD,0.66759
2020-05-29,CAD,AUD,1.09169
2020-05-29,CAD,CAD,1.00000
2020-05-29,CAD,EUR,0.65445
2020-05-29,CAD,GBP,0.58958
2020-05-29,CAD,USD,0.72880
2020-05-29,EUR,AUD,1.6681
2020-05-29,EUR,CAD,1.528
2020-05-29,EUR,EUR,1.0
2020-05-29,EUR,GBP,0.90088
2020-05-29,EUR,USD,1.1136
2020-05-29,GBP,AUD,1.85163
2020-05-29,GBP,CAD,1.69612
2020-05-29,GBP,EUR,1.11003
2020-05-29,GBP,GBP,1.00000
2020-05-29,GBP,USD,1.23612
2020-05-29,USD,AUD,1.49793
2020-05-29,USD,CAD,1.37213
2020-05-29,USD,EUR,0.89799
2020-05-29,USD,GBP,0.80898
2020-05-29,USD,USD,1.00000
2020-05-30,AUD,AUD,1.00000
2020-05-30,AUD,CAD,0.91601
2020-05-30,AUD,EUR,0.59948
2020-05-30,AUD,GBP,0.54006
2020-05-30,AUD,USD,0.66759
2020-05-30,CAD,AUD,1.09169
2020-05-30,CAD,CAD,1.00000
2020-05-30,CAD,EUR,0.65445
2020-05-30,CAD,GBP,0.58958
2020-05-30,CAD,USD,0.72880
2020-05-30,EUR,AUD,1.6681
2020-05-30,EUR,CAD,1.528
2020-05-30,EUR,EUR,1.0
2020-05-30,EUR,GBP,0.90088
2020-05-30,EUR,USD,1.1136
2020-05-30,GBP,AUD,1.85163
2020-05-30,GBP,CAD,1.69612
2020-05-30,GBP,EUR,1.11003
2020-05-30,GBP,GBP,1.00000
2020-05-30,GBP,USD,1.23612
2020-05-30,USD,AUD,1.49793
2020-05-30,USD,CAD,1.37213
2020-05-30,USD,EUR,0.89799
2020-05-30,USD,GBP,0.80898
2020-05-30,USD,USD,1.00000
2020-05-31,AUD,AUD,1.00000
2020-05-31,AUD,CAD,0.91601
2020-05-31,AUD,EUR,0.59948
2020-05-31,AUD,GBP,0.54006
2020-05-31,AUD,USD,0.66759
2020-05-31,CAD,AUD,1.09169
2020-05-31,CAD,CAD,1.00000
2020-05-31,CAD,EUR,0.65445
2020-05-31,CAD,GBP,0.58958
2020-05-31,CAD,USD,0.72880
2020-05-31,EUR,AUD,1.6681
